gsis_player_id,rookie_season,player_name,position,draft_season,draft_round,draft_overall_selection,scrambles,qb_pressures,qb_pressure_to_sack_rate,inside_runs,outside_runs,change_of_direction_runs,designed_qb_runs,man_coverage_targets,zone_coverage_targets,pressures_allowed,pressures,pressure_rate,run_defense_tackles,primary_in_coverage_total,man_coverage_responsibility_total,primary_in_coverage_yards_allowed,total_snaps,passing_attempts,passing_dropbacks,passing_completions,passing_completion_percentage,passing_yards,passing_touchdowns,passing_sacks,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_yards_per_route_run,receiving_touchdowns,receiving_yards_after_catch,defense_interceptions,defense_pass_breakups
324681,2023,Mohamoud Diabate,IB,2023,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,321,,,,,,,,,,,,,,,,,,,
195255,2020,McTelvin Agim,DT,2020,3.0,95.0,,,,,,,,,,,4.0,0.0625,7.0,,,,157,,,,,,,,,,,,,,,,,,,1.0
174315,2020,James Smith-Williams,DE,2020,7.0,229.0,,,,,,,,,,,3.0,0.0576923076923076,5.0,,,,372,,,,,,,,,,,,,,,,,,,
325183,2023,Jalen Graham,IB,2023,7.0,255.0,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,
306188,2022,Shaun Jolly,DC,2022,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
353353,2024,Myles Harden,DC,2024,7.0,227.0,,,,,,,,,,,,,1.0,7.0,20.0,50.0,102,,,,,,,,,,,,,,,,,,,
197409,2020,Kevin Dotson,OG,2020,4.0,135.0,,,,,,,,,,1.0,,,,,,,403,,,,,,,,,,,,,,,,,,,
194962,2020,Michael Danna,DE,2020,5.0,177.0,,,,,,,,,,,15.0,0.088235294,16.0,,4.0,,376,,,,,,,,,,,,,,,,,,,
336849,2024,Hunter Nourzad,OC,2024,5.0,159.0,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,
330388,2024,Anthony Gould,WR,2024,5.0,142.0,,,,,,,,,1.0,,,,,,,,87,,,,,,,,,,,,1.0,1.0,23.0,3.8333333333333335,,5.0,,
195690,2020,Shaquille Quarterman,IB,2020,4.0,140.0,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,
327296,2024,Tylan Grable,OT,2024,6.0,204.0,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,
304444,2024,Chigozie Anusiem,DC,2024,,,,,,,,,,,,,,,,,3.0,,13,,,,,,,,,,,,,,,,,,,
349628,2024,Evan Anderson,DT,2024,,,,,,,,,,,,,6.0,0.055045872,22.0,,,,324,,,,,,,,,,,,,,,,,,,
325899,2024,Gabriel Murphy,DE,2024,,,,,,,,,,,,,1.0,0.0588235294117647,1.0,,,,41,,,,,,,,,,,,,,,,,,,
195287,2020,Jack Driscoll,OT,2020,4.0,145.0,,,,,,,,,,12.0,,,,,,,334,,,,,,,,,,,,,,,,,,,
326492,2024,Jarius Monroe,DC,2024,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,0.0,75,,,,,,,,,,,,,,,,,,,
300890,2022,Matt Henningsen,DT,2022,6.0,206.0,,,,,,,,,,,1.0,0.0103092783505154,20.0,,,,422,,,,,,,,,,,,,,,,,,,
260934,2022,Chase Lucas,DC,2022,7.0,237.0,,,,,,,,,,,,,1.0,1.0,2.0,6.0,81,,,,,,,,,,,,,,,,,,,
196605,2020,Dezmon Patmon,WR,2020,6.0,212.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
350636,2024,Tip Reiman,TE,2024,3.0,82.0,,,,,,,,1.0,6.0,4.0,,,,,,,639,,,,,,,,,,,,7.0,6.0,37.0,0.3592233009708738,,29.0,,
174215,2020,John Reid,DC,2020,4.0,141.0,,,,,,,,,,,1.0,0.1,2.0,15.0,41.0,131.0,240,,,,,,,,,,,,,,,,,,,1.0
330335,2024,Malik Washington,WR,2024,6.0,184.0,,,,,2.0,,0.0,7.0,27.0,,,,,,,,514,,,,,,,,,5.0,25.0,1.0,36.0,26.0,223.0,1.0420560747663552,,123.0,,
280153,2023,Jordan Mims,RB,2023,,,,,,,,,,1.0,,,,,,,,,16,,,,,,,,,,,,2.0,,,,,,,
194670,2022,Jack Jones,DS,2022,4.0,121.0,,,,,,,,,,,,,10.0,33.0,119.0,285.0,472,,,,,,,,,,,,,,,,,,2.0,6.0
327913,2024,Zion Logue,DT,2024,6.0,197.0,,,,,,,,,,,,,2.0,,,,42,,,,,,,,,,,,,,,,,,,
304450,2023,Robert Beal,DE,2023,5.0,173.0,,,,,,,,,,,3.0,0.125,2.0,,,,79,,,,,,,,,,,,,,,,,,,
280676,2022,Reed Blankenship,DS,2022,,,,,,,,,,,,,,,17.0,9.0,12.0,61.0,380,,,,,,,,,,,,,,,,,,1.0,2.0
280487,2024,Jacob Kibodi,RB,2024,,,,,,3.0,2.0,1.0,0.0,1.0,1.0,,,,,,,,17,,,,,,,,,5.0,24.0,,3.0,1.0,15.0,1.875,,11.0,,
305851,2023,Dante Stills,DT,2023,6.0,213.0,,,,,,,,,,,19.0,0.072796935,38.0,,,,601,,,,,,,,,,,,,,,,,,,
304268,2022,Percy Butler,DS,2022,4.0,113.0,,,,,,,,,,,1.0,0.5,3.0,4.0,6.0,19.0,407,,,,,,,,,,,,,,,,,,,1.0
283383,2022,Jeff Gunter,DE,2022,7.0,252.0,,,,,,,,,,,,,1.0,1.0,,21.0,115,,,,,,,,,,,,,,,,,,,
327674,2023,A.T. Perry,WR,2023,6.0,195.0,,,,,,,,7.0,11.0,,,,,,,,343,,,,,,,,,,,,18.0,12.0,246.0,1.23,4.0,20.0,,
338552,2024,Daijahn Anthony,DS,2024,7.0,224.0,,,,,,,,,,,,,,,5.0,,180,,,,,,,,,,,,,,,,,,,1.0
326095,2024,Dylan McMahon,OC,2024,6.0,190.0,,,,,,,,,,3.0,,,,,,,71,,,,,,,,,,,,,,,,,,,
332464,2022,D'Anthony Bell,DS,2022,,,,,,,,,,,,,,,3.0,2.0,16.0,27.0,321,,,,,,,,,,,,,,,,,,,
350698,2024,Dwight McGlothern,DC,2024,,,,,,,,,,,,,,,,2.0,3.0,0.0,35,,,,,,,,,,,,,,,,,,,1.0
300935,2020,Mykal Walker,OB,2020,4.0,119.0,,,,,,,,,,,5.0,0.089285714,20.0,16.0,31.0,74.0,570,,,,,,,,,,,,,,,,,,,1.0
305064,2023,Charlie Thomas,IB,2023,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
194644,2020,Rashad Smith,IB,2020,,,,,,,,,,,,,,,,1.0,1.0,5.0,35,,,,,,,,,,,,,,,,,,,
286005,2022,Sam Roberts,DE,2022,6.0,200.0,,,,,,,,,,,1.0,0.035714286,2.0,,,,50,,,,,,,,,,,,,,,,,,,
281890,2020,Yasir Durant,OT,2020,,,,,,,,,,,,3.0,,,,,,,147,,,,,,,,,,,,,,,,,,,
301104,2023,Ochaun Mathis,DE,2023,6.0,189.0,,,,,,,,,,,7.0,0.14,1.0,,,,93,,,,,,,,,,,,,,,,,,,
194713,2020,Tre'Vour Wallace-Simms,OG,2020,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
304482,2022,Jelani Woods,TE,2022,3.0,73.0,,,,,,,,10.0,26.0,2.0,,,,,,,356,,,,,,,,,,,,40.0,25.0,312.0,1.5522388059701493,3.0,120.0,,
304504,2022,Micah McFadden,IB,2022,5.0,146.0,,,,,,,,,,,6.0,0.1428571428571428,36.0,26.0,37.0,279.0,552,,,,,,,,,,,,,,,,,,,
340221,2023,Mekhi Garner,DC,2023,,,,,,,,,,,,,,,,1.0,2.0,0.0,72,,,,,,,,,,,,,,,,,,,
326444,2023,Nic Jones,DC,2023,7.0,250.0,,,,,,,,,,,1.0,0.25,1.0,4.0,12.0,39.0,178,,,,,,,,,,,,,,,,,,,
327662,2024,Dadrion Taylor-Demerson,DS,2024,4.0,104.0,,,,,,,,,,,,,18.0,21.0,14.0,172.0,544,,,,,,,,,,,,,,,,,,,5.0
285545,2022,De'Shaan Dixon,DE,2022,,,,,,,,,,,,,,,1.0,,,,29,,,,,,,,,,,,,,,,,,,
325463,2024,Walter Rouse,OT,2024,6.0,177.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
280286,2022,Ryder Anderson,DT,2022,,,,,,,,,,,,,6.0,0.092307692,4.0,,,,178,,,,,,,,,,,,,,,,,,,
196603,2020,Carlos Davis,DT,2020,7.0,232.0,,,,,,,,,,,,,5.0,,,,56,,,,,,,,,,,,,,,,,,,
356720,2024,Jalen Coker,WR,2024,,,0.0,0.0,,,,,,16.0,28.0,,,,,,,,461,1.0,1.0,1.0,1.0,19.0,,,,,,,46.0,32.0,478.0,1.9274193548387095,2.0,171.0,,
289423,2022,Nick Muse,TE,2022,7.0,227.0,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,
304349,2023,Jake Bobo,WR,2023,,,,,,,,,0.0,5.0,19.0,1.0,,,,,,,442,,,,,,,,,1.0,3.0,1.0,25.0,19.0,196.0,1.410071942446043,2.0,87.0,,
337575,2020,Juwan Johnson,WR,2020,,,,,,,,,,5.0,5.0,,,,,,,,248,,,,,,,,,,,,10.0,4.0,39.0,,,19.0,,
305405,2023,Deneric Prince,RB,2023,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
301886,2023,Colby Sorsdal,OT,2023,5.0,152.0,,,,,,,,,,13.0,,,,,,,327,,,,,,,,,,,,,,,,,,,
350269,2024,Curtis Jacobs,IB,2024,,,,,,,,,,,,,,,,1.0,1.0,9.0,159,,,,,,,,,,,,,,,,,,,
289665,2023,Chandler Zavala,OG,2023,4.0,114.0,,,,,,,,,,30.0,,,,,,,403,,,,,,,,,,,,,,,,,,,
312167,2024,Khristian Boyd,DT,2024,6.0,199.0,,,,,,,,,,,2.0,0.055555556,3.0,,,,74,,,,,,,,,,,,,,,,,,,
305277,2023,P.J. Mustipher,DT,2023,,,,,,,,,,,,,1.0,0.0588235294117647,4.0,,,,43,,,,,,,,,,,,,,,,,,,
282442,2022,Theo Jackson,DC,2022,6.0,204.0,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,
306298,2024,Solomon Byrd,DE,2024,7.0,238.0,,,,,,,,,,,1.0,0.1111111111111111,2.0,,,,21,,,,,,,,,,,,,,,,,,,1.0
305339,2024,Xavier Thomas,DE,2024,5.0,138.0,,,,,,,,,,,12.0,0.096,5.0,5.0,3.0,50.0,231,,,,,,,,,,,,,,,,,,,1.0
311473,2022,Jack Sanborn,IB,2022,,,,,,,,,,,,,3.0,0.1764705882352941,32.0,22.0,15.0,223.0,483,,,,,,,,,,,,,,,,,,,
194907,2020,Bryce Huff,DE,2020,,,,,,,,,,,,,11.0,0.067484663,7.0,7.0,3.0,74.0,382,,,,,,,,,,,,,,,,,,,1.0
195806,2020,Stantley Thomas-Oliver,DC,2020,7.0,221.0,,,,,,,,,,,,,1.0,6.0,11.0,41.0,182,,,,,,,,,,,,,,,,,,,
304880,2023,Kahlef Hailassie,DS,2023,,,,,,,,,,,,,,,2.0,8.0,20.0,29.0,206,,,,,,,,,,,,,,,,,,,1.0
326531,2024,Casey Washington,WR,2024,6.0,187.0,,,,,,,,,2.0,,,,,,,,56,,,,,,,,,,,,2.0,1.0,14.0,4.666666666666667,,11.0,,
326651,2023,Kei'Trel Clark,DC,2023,6.0,180.0,,,,,,,,,,,,,10.0,40.0,73.0,340.0,556,,,,,,,,,,,,,,,,,,,4.0
308112,2024,Tyrone Tracy,RB,2024,5.0,166.0,,,,110.0,80.0,18.0,2.0,11.0,41.0,7.0,,,,,,,673,,,,,,,,,192.0,839.0,5.0,53.0,38.0,284.0,1.0441176470588236,1.0,281.0,,
263288,2020,Rico Dowdle,RB,2020,,,,,,6.0,1.0,2.0,0.0,,,,,,,,,,212,,,,,,,,,7.0,24.0,,,,,,,,,
300641,2020,Luq Barcoo,DC,2020,,,,,,,,,,,,,,,3.0,14.0,35.0,144.0,152,,,,,,,,,,,,,,,,,,,1.0
195188,2020,Luke Juriga,OC,2020,,,,,,,,,,,,1.0,,,,,,,48,,,,,,,,,,,,,,,,,,,
