gsis_player_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
305093,DT,Fabien Lovett,2022,Florida State,FLST,,,,,,,,,,,,,1.0,0.0,1.0,5.0,10.0,2.0,,0.0,,,,,,,,,,,,
305093,DT,Fabien Lovett,2023,Florida State,FLST,,,,,,,,,,,,,3.0,0.0,1.0,10.0,21.0,4.0,,0.0,,,,,,,,,,,,
305132,WR,John Hightower,2018,Boise State,IDBO,,,,,,,8.0,163.0,2.0,31.0,6.0,504.0,,,,,,,,,10.1,26.0,10.0,0.0,101.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0
305132,WR,John Hightower,2019,Boise State,IDBO,2.0,1.0,4.0,0.5,0.0,0.0,15.0,139.0,0.0,51.0,8.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,24.6,98.0,26.0,1.0,639.0,,,,,,1.0,1.0
305227,DE,Eyabi Anoma,2018,Alabama,ALUN,,,,,,,,,,,,,0.0,1.0,0.0,6.0,9.0,2.0,,0.0,,,,,,,,,,,,
305227,DE,Eyabi Anoma,2022,Michigan,MIUN,,,,,,,,,,,,,0.0,1.0,3.0,6.0,15.0,4.5,,0.0,,,,,,,,,,,,
305227,DE,Eyabi Anoma,2023,Charlotte,NCCR,,,,,,,,,,,,,1.0,9.0,5.5,19.0,48.0,9.5,,0.0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2018,Penn State,PAST,,,,,,,,,,,,,0.0,1.0,0.0,7.0,14.0,1.0,,0.0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2019,Penn State,PAST,,,,,,,,,,,,,0.0,1.0,1.0,14.0,37.0,4.5,,0.0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2020,Penn State,PAST,,,,,,,,,,,,,1.0,2.0,1.0,13.0,35.0,1.5,,0.0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2021,Penn State,PAST,,,,,,,1.0,0.0,0.0,,,,0.0,0.0,1.0,16.0,21.0,3.0,,0.0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2022,Penn State,PAST,,,,,,,,,,,,,0.0,1.0,0.0,17.0,33.0,0.5,,0.0,,,,,,,,,,,,
305324,QB,Chase Brice,2018,Clemson,SCCL,51.0,32.0,442.0,0.627,5.0,3.0,16.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
305324,QB,Chase Brice,2019,Clemson,SCCL,85.0,50.0,581.0,0.588,4.0,1.0,14.0,94.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
305324,QB,Chase Brice,2020,Duke,NCDU,351.0,192.0,2162.0,0.547,10.0,15.0,91.0,89.0,1.0,,,,,,,,,,,,,,,,,,,,,,8.0,6.0
305324,QB,Chase Brice,2021,App State,NCAP,390.0,242.0,3337.0,0.621,27.0,11.0,71.0,149.0,3.0,,,,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,,,,,,,,,,,6.0,4.0
305324,QB,Chase Brice,2022,App State,NCAP,348.0,219.0,2915.0,0.629,27.0,6.0,71.0,117.0,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
305334,OT,Jordan McFadden,2020,Clemson,SCCL,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2018,Clemson,SCCL,,,,,,,,,,,,,2.0,4.0,3.0,16.0,30.0,7.5,,0.0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2019,Clemson,SCCL,,,,,,,1.0,1.0,0.0,,,,2.0,4.0,2.0,10.0,27.0,8.0,,0.0,,,,,,,,,,,0.0,0.0
305339,DE,Xavier Thomas,2020,Clemson,SCCL,,,,,,,,,,,,,0.0,0.0,3.5,4.0,6.0,4.0,,0.0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2021,Clemson,SCCL,,,,,,,,,,,,,1.0,14.0,3.5,12.0,21.0,5.5,,0.0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2022,Clemson,SCCL,,,,,,,,,,,,,0.0,2.0,2.0,2.0,4.0,2.0,,0.0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2023,Clemson,SCCL,,,,,,,,,,,,,2.0,10.0,3.0,16.0,24.0,4.0,,0.0,,,,,,,,,,,0.0,0.0
305371,DS,Jordan Howden,2018,Minnesota,MNUN,,,,,,,,,,,,,3.0,0.0,0.0,28.0,45.0,0.0,1.0,0.0,,,,,,,,,,,,
305371,DS,Jordan Howden,2019,Minnesota,MNUN,,,,,,,,,,,,,6.0,1.0,0.0,40.0,57.0,0.5,1.0,0.0,,,,,,,,,,,,
305371,DS,Jordan Howden,2020,Minnesota,MNUN,,,,,,,,,,,,,1.0,0.0,0.0,26.0,37.0,0.0,,0.0,,,,,,,,,,,,
305371,DS,Jordan Howden,2021,Minnesota,MNUN,,,,,,,,,,,,,5.0,0.0,0.0,34.0,43.0,1.5,,0.0,,,,,,,,,,,,
305371,DS,Jordan Howden,2022,Minnesota,MNUN,,,,,,,,,,,,,4.0,0.0,0.0,34.0,51.0,2.5,2.0,0.0,,,,,,,,,,,,
305372,RB,Mohamed Ibrahim,2018,Minnesota,MNUN,,,,,,,202.0,1161.0,9.0,4.0,0.0,26.0,,,,,,,,,19.0,19.0,1.0,0.0,19.0,,,,,,,
305372,RB,Mohamed Ibrahim,2019,Minnesota,MNUN,,,,,,,114.0,604.0,7.0,3.0,0.0,13.0,,,,,,,,,,,,,,,,,,,1.0,1.0
305372,RB,Mohamed Ibrahim,2020,Minnesota,MNUN,,,,,,,201.0,1076.0,15.0,8.0,0.0,56.0,,,,,,,,,23.5,27.0,2.0,0.0,47.0,,,,,,1.0,1.0
305372,RB,Mohamed Ibrahim,2021,Minnesota,MNUN,,,,,,,30.0,163.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
305372,RB,Mohamed Ibrahim,2022,Minnesota,MNUN,,,,,,,320.0,1665.0,20.0,7.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,2.0,2.0
305376,QB,Tanner Morgan,2018,Minnesota,MNUN,153.0,89.0,1401.0,0.582,9.0,6.0,41.0,51.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,6.0,2.0
305376,QB,Tanner Morgan,2019,Minnesota,MNUN,318.0,210.0,3253.0,0.66,30.0,7.0,61.0,-57.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,8.0,4.0
305376,QB,Tanner Morgan,2020,Minnesota,MNUN,183.0,106.0,1374.0,0.579,7.0,5.0,25.0,-35.0,0.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
305376,QB,Tanner Morgan,2021,Minnesota,MNUN,249.0,149.0,2044.0,0.598,10.0,9.0,59.0,-9.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
305376,QB,Tanner Morgan,2022,Minnesota,MNUN,160.0,107.0,1382.0,0.669,9.0,5.0,34.0,55.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
305405,RB,Deneric Prince,2018,Texas A&M,TXAM,,,,,,,2.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
305405,RB,Deneric Prince,2020,Tulsa,OKTU,,,,,,,87.0,470.0,4.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,17.0,20.0,4.0,0.0,68.0,,,,,,1.0,1.0
305405,RB,Deneric Prince,2021,Tulsa,OKTU,,,,,,,100.0,524.0,5.0,7.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,
305405,RB,Deneric Prince,2022,Tulsa,OKTU,,,,,,,126.0,729.0,5.0,9.0,1.0,84.0,,,,,,,,,,,,,,,,,,,2.0,2.0
305544,DT,Terry Hampton,2018,Arkansas State,ARST,,,,,,,,,,,,,0.0,0.0,0.0,2.0,6.0,0.5,,0.0,,,,,,,,,,,,
305544,DT,Terry Hampton,2019,Arkansas State,ARST,,,,,,,,,,,,,0.0,0.0,0.5,3.0,8.0,0.5,,0.0,,,,,,,,,,,,
305544,DT,Terry Hampton,2020,Arkansas State,ARST,,,,,,,,,,,,,0.0,0.0,2.0,20.0,35.0,6.0,,0.0,,,,,,,,,,,,
305544,DT,Terry Hampton,2021,Arkansas State,ARST,,,,,,,,,,,,,1.0,0.0,0.0,5.0,11.0,2.5,,0.0,,,,,,,,,,,,
305544,DT,Terry Hampton,2022,Arkansas,ARUN,,,,,,,,,,,,,1.0,0.0,1.0,6.0,23.0,2.5,,0.0,,,,,,,,,,,,
305568,RB,Kazmeir Allen,2018,UCLA,CALA,,,,,,,30.0,188.0,1.0,7.0,1.0,35.0,,,,,,,,,,,,,,,,,,,,
305568,RB,Kazmeir Allen,2019,UCLA,CALA,,,,,,,13.0,63.0,0.0,4.0,0.0,29.0,,,,,,,,,,,,,,,,,,,1.0,1.0
305568,RB,Kazmeir Allen,2020,UCLA,CALA,,,,,,,2.0,3.0,0.0,3.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,
305568,RB,Kazmeir Allen,2021,UCLA,CALA,,,,,,,8.0,93.0,1.0,17.0,4.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,27.8,100.0,22.0,1.0,612.0,,,,,,2.0,1.0
305568,RB,Kazmeir Allen,2022,UCLA,CALA,,,,,,,15.0,203.0,2.0,49.0,2.0,403.0,,,,,,,,,24.6,43.0,18.0,0.0,443.0,,,,,,1.0,0.0
305676,OG,Atonio Mafi,2018,UCLA,CALA,,,,,,,,,,,,,0.0,0.0,0.0,5.0,16.0,1.5,,0.0,,,,,,,,,,,,
305676,OG,Atonio Mafi,2019,UCLA,CALA,,,,,,,,,,,,,0.0,0.0,1.0,12.0,28.0,4.0,,0.0,,,,,,,,,,,,
305676,OG,Atonio Mafi,2021,UCLA,CALA,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,
305676,OG,Atonio Mafi,2022,UCLA,CALA,,,,,,,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
305692,QB,Dorian Thompson-Robinson,2018,UCLA,CALA,159.0,95.0,1173.0,0.597,6.0,4.0,45.0,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
305692,QB,Dorian Thompson-Robinson,2019,UCLA,CALA,362.0,216.0,2701.0,0.597,21.0,12.0,118.0,198.0,4.0,,,,0.0,0.0,0.0,4.0,4.0,0.0,,0.0,,,,,,,,,,,11.0,7.0
305692,QB,Dorian Thompson-Robinson,2020,UCLA,CALA,138.0,90.0,1120.0,0.652,12.0,4.0,55.0,306.0,3.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,2.0,1.0
305692,QB,Dorian Thompson-Robinson,2021,UCLA,CALA,283.0,176.0,2409.0,0.622,21.0,6.0,130.0,609.0,9.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
305692,QB,Dorian Thompson-Robinson,2022,UCLA,CALA,381.0,265.0,3153.0,0.696,27.0,10.0,117.0,647.0,12.0,,,,,,,,,,,,,,,,,,,,,,7.0,3.0
305693,DT,Jerron Cage,2018,Ohio State,OHST,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
305693,DT,Jerron Cage,2019,Ohio State,OHST,,,,,,,,,,,,,1.0,0.0,0.0,1.0,4.0,1.0,,0.0,,,,,,,,,,,0.0,0.0
305693,DT,Jerron Cage,2020,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,0.5,1.0,5.0,0.5,,0.0,,,,,,,,,,,,
305693,DT,Jerron Cage,2021,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,1.0,5.0,12.0,4.0,,0.0,,,,,,,,,,,0.0,0.0
305693,DT,Jerron Cage,2022,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,1.5,5.0,12.0,2.5,,0.0,,,,,,,,,,,,
305695,DC,Arquon Bush,2018,Cincinnati,OHCI,,,,,,,,,,,,,2.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,,,,,,,,,,,0.0,0.0
305695,DC,Arquon Bush,2019,Cincinnati,OHCI,,,,,,,,,,,,,5.0,0.0,0.0,13.0,16.0,0.0,,0.0,,,,,,,,,,,,
305695,DC,Arquon Bush,2020,Cincinnati,OHCI,,,,,,,,,,,,,3.0,0.0,0.0,12.0,20.0,2.0,2.0,0.0,,,,,,,,,,,,
305695,DC,Arquon Bush,2021,Cincinnati,OHCI,,,,,,,,,,,,,6.0,1.0,1.0,27.0,40.0,3.0,3.0,0.0,,,,,,,,,,,,
305695,DC,Arquon Bush,2022,Cincinnati,OHCI,,,,,,,,,,,,,5.0,0.0,0.0,27.0,34.0,0.0,2.0,0.0,,,,,,,,,,,,
305707,IB,Dallas Gant,2018,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,0.0,2.0,6.0,0.0,,0.0,,,,,,,,,,,,
305707,IB,Dallas Gant,2019,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,1.5,9.0,21.0,3.0,,0.0,,,,,,,,,,,,
305707,IB,Dallas Gant,2020,Ohio State,OHST,,,,,,,,,,,,,1.0,0.0,0.0,10.0,17.0,0.5,,0.0,,,,,,,,,,,0.0,0.0
305707,IB,Dallas Gant,2021,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,0.0,4.0,10.0,0.0,,0.0,,,,,,,,,,,,
305707,IB,Dallas Gant,2022,Toledo,OHTO,,,,,,,,,,,,,5.0,1.0,0.0,44.0,102.0,5.0,,0.0,,,,,,,,,,,,
305707,IB,Dallas Gant,2023,Toledo,OHTO,,,,,,,,,,,,,2.0,0.0,1.0,49.0,114.0,8.0,1.0,0.0,,,,,,,,,,,,
305728,DE,Richard Jibunor,2018,Auburn,ALAU,,,,,,,,,,,,,0.0,0.0,2.0,6.0,8.0,3.0,,0.0,,,,,,,,,,,,
305728,DE,Richard Jibunor,2020,Troy,ALTR,,,,,,,,,,,,,0.0,4.0,4.0,15.0,30.0,6.0,,0.0,,,,,,,,,,,,
305728,DE,Richard Jibunor,2021,Troy,ALTR,,,,,,,,,,,,,0.0,2.0,7.5,20.0,41.0,9.0,2.0,0.0,,,,,,,,,,,0.0,0.0
305728,DE,Richard Jibunor,2022,Troy,ALTR,,,,,,,,,,,,,1.0,4.0,6.5,16.0,36.0,11.0,1.0,0.0,,,,,,,,,,,0.0,0.0
305728,DE,Richard Jibunor,2023,Troy,ALTR,,,,,,,,,,,,,0.0,4.0,10.5,34.0,59.0,18.5,,0.0,,,,,,,,,,,,
305751,DT,Taron Vincent,2018,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,1.0,2.0,3.0,1.0,,0.0,,,,,,,,,,,,
305751,DT,Taron Vincent,2020,Ohio State,OHST,,,,,,,,,,,,,0.0,0.0,0.5,1.0,9.0,2.0,,0.0,,,,,,,,,,,,
305751,DT,Taron Vincent,2021,Ohio State,OHST,,,,,,,,,,,,,0.0,2.0,0.5,12.0,23.0,3.5,,0.0,,,,,,,,,,,,
305751,DT,Taron Vincent,2022,Ohio State,OHST,,,,,,,,,,,,,0.0,2.0,0.5,8.0,24.0,2.5,,0.0,,,,,,,,,,,0.0,0.0
305761,FB,Jack Colletto,2018,Oregon State,ORST,46.0,22.0,194.0,0.478,0.0,3.0,30.0,20.0,5.0,0.0,0.0,-10.0,,,,,,,,,,,,,,,,,,,2.0,0.0
305761,FB,Jack Colletto,2019,Oregon State,ORST,,,,,,,6.0,10.0,1.0,,,,1.0,0.0,0.0,2.0,3.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,
305761,FB,Jack Colletto,2020,Oregon State,ORST,1.0,0.0,0.0,0.0,0.0,0.0,15.0,128.0,2.0,,,,0.0,0.0,0.0,5.0,13.0,0.5,,0.0,13.0,13.0,1.0,0.0,13.0,,,,,,,
305761,FB,Jack Colletto,2021,Oregon State,ORST,,,,,,,31.0,144.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,3.7,11.0,3.0,0.0,11.0,,,,,,,
305761,FB,Jack Colletto,2022,Oregon State,ORST,2.0,2.0,53.0,1.0,0.0,0.0,27.0,103.0,6.0,3.0,0.0,46.0,0.0,0.0,0.0,18.0,23.0,0.0,,0.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
305829,DS,Jaiden Woodbey,2018,Florida State,FLST,,,,,,,,,,,,,7.0,3.0,1.0,24.0,59.0,4.5,,0.0,,,,,,,,,,,,
305829,DS,Jaiden Woodbey,2019,Florida State,FLST,,,,,,,,,,,,,1.0,0.0,0.5,6.0,19.0,1.0,,0.0,,,,,,,,,,,0.0,0.0
305829,DS,Jaiden Woodbey,2020,Florida State,FLST,,,,,,,,,,,,,1.0,2.0,0.0,15.0,28.0,1.5,,0.0,,,,,,,,,,,,
305829,DS,Jaiden Woodbey,2021,Boston College,MABC,,,,,,,,,,,,,2.0,0.0,0.5,28.0,55.0,3.5,2.0,0.0,,,,,,,,,,,0.0,0.0
305829,DS,Jaiden Woodbey,2022,Boston College,MABC,,,,,,,,,,,,,2.0,1.0,0.0,36.0,70.0,2.0,,0.0,,,,,,,,,,,,
305851,DT,Dante Stills,2018,West Virginia,WVUN,,,,,,,,,,,,,0.0,1.0,3.0,12.0,14.0,5.5,,0.0,,,,,,,,,,,,
305851,DT,Dante Stills,2019,West Virginia,WVUN,,,,,,,,,,,,,1.0,2.0,7.0,14.0,23.0,11.5,,0.0,,,,,,,,,,,,
305851,DT,Dante Stills,2020,West Virginia,WVUN,,,,,,,,,,,,,2.0,1.0,1.0,14.0,32.0,9.5,,0.0,,,,,,,,,,,0.0,0.0
305851,DT,Dante Stills,2021,West Virginia,WVUN,,,,,,,,,,,,,0.0,6.0,7.0,29.0,36.0,15.0,1.0,0.0,,,,,,,,,,,,
305851,DT,Dante Stills,2022,West Virginia,WVUN,,,,,,,,,,,,,1.0,6.0,4.5,13.0,26.0,9.0,,0.0,,,,,,,,,,,0.0,0.0
305856,IB,Jeremy Banks,2018,Tennessee,TNUN,,,,,,,52.0,185.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,,,,,,,,,,,3.0,2.0
305856,IB,Jeremy Banks,2019,Tennessee,TNUN,,,,,,,,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,,,,,,,,,,,,
305856,IB,Jeremy Banks,2020,Tennessee,TNUN,,,,,,,,,,,,,0.0,1.0,0.0,13.0,28.0,1.0,,0.0,,,,,,,,,,,,
305856,IB,Jeremy Banks,2021,Tennessee,TNUN,,,,,,,,,,,,,4.0,3.0,5.5,59.0,128.0,11.5,1.0,0.0,,,,,,,,,,,,
305856,IB,Jeremy Banks,2022,Tennessee,TNUN,,,,,,,,,,,,,4.0,8.0,0.0,33.0,53.0,4.5,,0.0,,,,,,,,,,,0.0,0.0
305865,OT,Connor Galvin,2022,Baylor,TXBA,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2018,Missouri,MOUN,,,,,,,,,,,,,0.0,2.0,1.0,5.0,6.0,1.0,,0.0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2020,Missouri,MOUN,,,,,,,,,,,,,0.0,7.0,6.0,17.0,23.0,6.0,,0.0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2021,Missouri,MOUN,,,,,,,,,,,,,1.0,4.0,3.5,23.0,34.0,10.0,,0.0,,,,,,,,,,,0.0,0.0
305898,DE,Trajan Jeffcoat,2022,Missouri,MOUN,,,,,,,,,,,,,0.0,3.0,2.0,14.0,20.0,3.0,,0.0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2023,Arkansas,ARUN,,,,,,,,,,,,,0.0,5.0,4.0,7.0,16.0,8.5,,0.0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2018,Grambling,LAGR,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2021,Grambling,LAGR,,,,,,,,,,,,,0.0,0.0,0.0,3.0,4.0,1.0,,0.0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2022,Grambling,LAGR,,,,,,,,,,,,,0.0,0.0,0.0,3.0,3.0,1.0,,0.0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2023,Grambling,LAGR,,,,,,,,,,,,,0.0,0.0,0.5,0.0,1.0,0.5,,0.0,,,,,,,,,,,,
305968,FB,Derek Parish,2018,Houston,TXHO,,,,,,,,,,,,,0.0,2.0,1.5,11.0,21.0,2.0,,0.0,,,,,,,,,,,,
305968,FB,Derek Parish,2019,Houston,TXHO,,,,,,,,,,,,,0.0,5.0,2.0,20.0,37.0,5.5,,0.0,,,,,,,,,,,0.0,0.0
305968,FB,Derek Parish,2020,Houston,TXHO,,,,,,,,,,,,,0.0,4.0,3.5,11.0,25.0,5.5,,1.0,,,,,,,,,,,0.0,0.0
305968,FB,Derek Parish,2021,Houston,TXHO,,,,,,,,,,,,,0.0,5.0,5.0,25.0,54.0,12.0,,0.0,,,,,,,,,,,,
305968,FB,Derek Parish,2022,Houston,TXHO,,,,,,,,,,,,,0.0,1.0,4.5,13.0,19.0,8.0,,0.0,,,,,,,,,,,,
306023,DC,Nehemiah Shelton,2018,San José State,CASJ,,,,,,,,,,,,,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,
306023,DC,Nehemiah Shelton,2019,San José State,CASJ,,,,,,,,,,,,,7.0,0.0,0.0,34.0,42.0,0.0,3.0,0.0,,,,,,,,,,,0.0,0.0
306023,DC,Nehemiah Shelton,2020,San José State,CASJ,,,,,,,,,,,,,4.0,0.0,0.0,31.0,38.0,1.0,,0.0,,,,,,,,,,,0.0,0.0
306023,DC,Nehemiah Shelton,2021,San José State,CASJ,,,,,,,,,,,,,9.0,0.0,0.0,47.0,61.0,1.0,2.0,0.0,,,,,,,,,,,,
306023,DC,Nehemiah Shelton,2022,San José State,CASJ,,,,,,,,,,,,,8.0,1.0,0.0,32.0,44.0,1.5,2.0,0.0,,,,,,5.0,5.0,1.0,0.0,5.0,,
306113,DT,Tuli Letuligasenoa,2019,Washington,WAUN,,,,,,,,,,,,,0.0,0.0,1.0,12.0,23.0,2.0,,0.0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2020,Washington,WAUN,,,,,,,,,,,,,0.0,0.0,0.0,4.0,5.0,1.0,,0.0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2021,Washington,WAUN,,,,,,,,,,,,,2.0,1.0,1.0,18.0,36.0,6.5,1.0,0.0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2022,Washington,WAUN,,,,,,,,,,,,,4.0,0.0,0.0,19.0,30.0,4.5,,0.0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2023,Washington,WAUN,,,,,,,,,,,,,1.0,1.0,0.0,8.0,17.0,3.5,,0.0,,,,,,,,,,,,
306250,WR,Antoine Green,2018,North Carolina,NCUN,,,,,,,,,,4.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,
306250,WR,Antoine Green,2019,North Carolina,NCUN,,,,,,,,,,8.0,2.0,217.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
306250,WR,Antoine Green,2020,North Carolina,NCUN,,,,,,,,,,4.0,1.0,38.0,,,,,,,,,,,,,,,,,,,,
306250,WR,Antoine Green,2021,North Carolina,NCUN,,,,,,,,,,31.0,5.0,612.0,,,,,,,,,,,,,,,,,,,,
306250,WR,Antoine Green,2022,North Carolina,NCUN,,,,,,,,,,43.0,7.0,798.0,,,,,,,,,20.0,20.0,1.0,0.0,20.0,,,,,,,
306257,WR,Michael Jefferson,2018,Alabama State,ALST,,,,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,
306257,WR,Michael Jefferson,2019,Alabama State,ALST,,,,,,,,,,6.0,0.0,81.0,,,,,,,,,,,,,,,,,,,,
306257,WR,Michael Jefferson,2021,Louisiana,LASW,,,,,,,,,,18.0,4.0,481.0,,,,,,,,,,,,,,,,,,,,
306257,WR,Michael Jefferson,2022,Louisiana,LASW,,,,,,,,,,51.0,7.0,810.0,0.0,0.0,0.0,3.0,5.0,0.0,,0.0,,,,,,,,,,,1.0,1.0
306298,DE,Solomon Byrd,2018,Wyoming,WYUN,,,,,,,,,,,,,0.0,0.0,0.0,2.0,5.0,0.0,,0.0,,,,,,,,,,,,
306298,DE,Solomon Byrd,2019,Wyoming,WYUN,,,,,,,,,,,,,1.0,3.0,6.5,22.0,45.0,9.5,,0.0,,,,,,,,,,,,
306298,DE,Solomon Byrd,2021,Wyoming,WYUN,,,,,,,,,,,,,0.0,2.0,3.5,21.0,37.0,3.5,,0.0,,,,,,,,,,,,
306298,DE,Solomon Byrd,2022,USC,CASC,,,,,,,,,,,,,1.0,1.0,4.0,18.0,27.0,7.5,,0.0,,,,,,,,,,,0.0,0.0
306298,DE,Solomon Byrd,2023,USC,CASC,,,,,,,,,,,,,1.0,2.0,4.5,26.0,44.0,7.5,,0.0,,,,,,,,,,,0.0,0.0
306315,IB,Ben VanSumeren,2019,Michigan,MIUN,,,,,,,9.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
306315,IB,Ben VanSumeren,2020,Michigan,MIUN,,,,,,,,,,,,,0.0,0.0,0.0,3.0,8.0,0.0,,0.0,,,,,,,,,,,,
306315,IB,Ben VanSumeren,2021,Michigan State,MIST,,,,,,,,,,,,,0.0,0.0,0.0,7.0,12.0,1.0,,0.0,,,,,,,,,,,,
306315,IB,Ben VanSumeren,2022,Michigan State,MIST,,,,,,,,,,,,,2.0,3.0,2.0,25.0,73.0,3.0,,0.0,,,,,,,,,,,,
307223,DT,Jordan Miller,2019,Miami,FLMI,,,,,,,,,,,,,0.0,0.0,0.0,4.0,12.0,2.5,,0.0,,,,,,,,,,,,
307223,DT,Jordan Miller,2020,Miami,FLMI,,,,,,,,,,,,,0.0,2.0,0.5,3.0,11.0,1.0,,0.0,,,,,,,,,,,,
307223,DT,Jordan Miller,2021,Miami,FLMI,,,,,,,,,,,,,0.0,0.0,1.5,10.0,19.0,4.5,,0.0,,,,,,,,,,,0.0,0.0
307223,DT,Jordan Miller,2022,Miami,FLMI,,,,,,,,,,,,,0.0,0.0,1.0,6.0,18.0,3.0,,0.0,,,,,,,,,,,0.0,0.0
307223,DT,Jordan Miller,2023,SMU,TXMU,,,,,,,,,,,,,1.0,1.0,0.5,10.0,23.0,3.5,,0.0,,,,,,,,,,,,
307301,WR,Kearis Jackson,2018,Georgia,GAUN,,,,,,,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
307301,WR,Kearis Jackson,2019,Georgia,GAUN,,,,,,,2.0,10.0,0.0,5.0,0.0,79.0,,,,,,,,,,,,,,5.5,6.0,2.0,0.0,11.0,1.0,1.0
